category,service,quantity,cost,sale_price,creation_date,doctor
Labs mojo,cbc mojo ,1.0,200,500.0,2026-03-14,NA
Labs mojo,سونار,1.0,0,400.0,2026-03-14,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-03-14,NA
Clinic,كشف,1.0,0,300.0,2026-03-14, د. انس
Clinic,تركيب كانولا,1.0,0,150.0,2026-03-14,NA
Clinic,كشف,1.0,0,300.0,2026-03-14, د. انس
Supplies,غيار علي الجرح,5.0,150,250.0,2026-03-14,NA
Clinic,كشف,1.0,0,450.0,2026-03-14, د. انس
Labs,urine analysis,1.0,7,200.0,2026-03-14,NA
Supplies,كولر,1.0,0,250.0,2026-03-14,NA
Clinic,كشف,1.0,0,300.0,2026-03-14, د. انس
Surgeries,تركيب قسطره بالتخدير,1.0,0,1500.0,2026-03-14,NA
Labs,culture,1.0,0,400.0,2026-03-14,NA
Labs,blood parasities,1.0,0,400.0,2026-03-14,NA
Clinic,كشف,1.0,0,300.0,2026-03-14,NA
Labs,blood parasities,1.0,0,400.0,2026-03-14,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-03-14,NA
Clinic,اعطاء علاجات,1.0,0,400.0,2026-03-14,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-03-14,NA
Labs,blood parasities,1.0,0,400.0,2026-03-14,NA
Supplies,انتقالات,1.0,0,400.0,2026-03-14,NA
Grooming,باكديج جروميج كلاب ,1.0,0,700.0,2026-03-14,NA
Supplies,غيار علي الجرح,4.0,120,200.0,2026-03-14,NA
Clinic,tips,1.0,0,50.0,2026-03-14,NA
Grooming,استحمام كلاب صغيرة,1.0,0,350.0,2026-03-14,NA
Clinic,كشف,1.0,0,300.0,2026-03-12, د. حساني
Grooming,باكيدج جروميج قطط ,1.0,0,700.0,2026-03-12,NA
Grooming,حلاقة  قطط ,1.0,0,350.0,2026-03-12,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-03-12,NA
Clinic,كشف,1.0,0,300.0,2026-03-12,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-03-12,NA
Labs mojo,اشعة,2.0,0,800.0,2026-03-12,NA
Clinic,اعطاء علاجات,1.0,0,400.0,2026-03-12,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-03-12,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-03-12,NA
Clinic,كشف,1.0,0,450.0,2026-03-12,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-03-12,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-03-12,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-03-12,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-03-12,NA
Clinic,اعطاء علاجات,5.0,0,250.0,2026-03-12,NA
Clinic,كشف,1.0,0,300.0,2026-03-12,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-03-12,NA
Grooming,استحمام قطط,1.0,0,250.0,2026-03-12,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-03-11,NA
Clinic,اعطاء علاجات,5.0,0,250.0,2026-03-11,NA
Clinic,كشف,1.0,0,300.0,2026-03-11,NA
Labs,blood parasities,1.0,0,400.0,2026-03-11,NA
Clinic,اعطاء علاجات,6.0,0,300.0,2026-03-11,NA
Clinic,كشف,1.0,0,300.0,2026-03-11,NA
Labs mojo,اختبار بارفو,1.0,0,900.0,2026-03-11,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-03-11,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-03-11,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-03-11,NA
Clinic,كشف,1.0,0,300.0,2026-03-11,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-03-11,NA
Clinic,كشف,1.0,0,300.0,2026-03-11,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-03-11,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-03-11,NA
Labs mojo,اشعة,1.0,0,400.0,2026-03-11,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-03-11,NA
Clinic,كشف,1.0,0,300.0,2026-03-11,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-03-11,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-03-10,NA
Grooming,باكيدج جروميج قطط ,1.0,0,350.0,2026-03-10,NA
Surgeries,تعقيم قطط ذكور,1.0,0,900.0,2026-03-10,NA
Supplies,كولر,1.0,0,250.0,2026-03-10,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-03-10,NA
Clinic,كشف,1.0,0,300.0,2026-03-10, د. مصطفي
Clinic,اعطاء علاجات,1.0,0,50.0,2026-03-10,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-03-10,NA
Clinic,اعطاء علاجات,5.0,0,250.0,2026-03-10,NA
Labs,blood parasities,1.0,0,400.0,2026-03-10,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-03-10,NA
Grooming,استحمام قطط,1.0,0,250.0,2026-03-10,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-03-10,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-03-10,NA
Labs mojo,اشعة,2.0,0,800.0,2026-03-09,NA
Clinic,كشف,1.0,0,300.0,2026-03-09,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-03-09,NA
Supplies,كولر,1.0,0,250.0,2026-03-09,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-03-09,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-03-09,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-03-09,NA
Labs,blood parasities,1.0,0,450.0,2026-03-09,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-03-09,NA
Clinic,كشف,1.0,0,450.0,2026-03-09,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-03-09,NA
Labs mojo,اشعة,1.0,0,400.0,2026-03-09,NA
Labs mojo,سونار,1.0,0,400.0,2026-03-09,NA
Grooming,استحمام قطط,1.0,0,300.0,2026-03-09,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-03-09,NA
Clinic,اعطاء علاجات,5.0,0,250.0,2026-03-09,NA
Clinic,كشف,1.0,0,300.0,2026-03-09, د. انس
Clinic,كشف,1.0,0,300.0,2026-03-09, د. انس
Clinic,اعطاء علاجات,4.0,0,200.0,2026-03-09,NA
Labs mojo,سونار,1.0,0,400.0,2026-03-09,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-03-09,NA
Vaccinations,bravecto,1.0,0,2100.0,2026-03-09,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-03-09,NA
Labs mojo,سونار,1.0,0,400.0,2026-03-09,NA
Grooming,قص أظافر ,3.0,0,150.0,2026-03-09,NA
Clinic,كشف,1.0,0,250.0,2026-03-09, د. انس
Vaccinations,bravecto,1.0,0,2400.0,2026-03-09,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-03-09,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-03-09,NA
Clinic,اعطاء علاجات,5.0,0,250.0,2026-03-09,NA
Labs,blood parasities,1.0,0,400.0,2026-03-08,NA
Supplies,كولر,1.0,0,250.0,2026-03-08,NA
Surgeries,تعقيم قطط ذكور,1.0,0,900.0,2026-03-08,NA
Grooming,حلاقة  قطط ,1.0,0,300.0,2026-03-08,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-03-08,NA
Clinic,كشف,1.0,0,300.0,2026-03-08,NA
Grooming,إستحمام طبى ,1.0,0,400.0,2026-03-08,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-03-08,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-03-08,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-03-08,NA
