category,service,quantity,cost,sale_price,creation_date,doctor
Labs mojo,cbc mojo ,1.0,200,200.0,2026-04-11,NA
Clinic,اعطاء علاجات,1.0,0,180.0,2026-04-11,NA
Surgeries,قسطره فقط,2.0,0,300.0,2026-04-11,NA
Surgeries,تعقيم قطط اناث,1.0,0,2500.0,2026-04-11,NA
Clinic,كشف,1.0,0,300.0,2026-04-11, د. انس
Grooming,استحمام كلاب صغيرة,1.0,0,350.0,2026-04-11,NA
Grooming,استحمام قطط,1.0,0,250.0,2026-04-11,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-11,NA
Labs mojo,اشعة,1.0,0,400.0,2026-04-11,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-04-10,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-04-10,NA
Grooming,استحمام كلاب صغيرة,1.0,0,250.0,2026-04-10,NA
Labs mojo,اشعة,1.0,0,400.0,2026-04-10,NA
Clinic,كشف,1.0,0,300.0,2026-04-10,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-04-10,NA
Surgeries,غسيل مثانة ,1.0,0,300.0,2026-04-10,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-10,NA
Clinic,كشف,1.0,0,300.0,2026-04-10,NA
Grooming,حلاقة  قطط ,1.0,0,300.0,2026-04-10,NA
Grooming,حلاقة  قطط ,1.0,0,250.0,2026-04-10,NA
Clinic,كشف,1.0,0,300.0,2026-04-10,NA
Clinic,اعطاء علاجات,1.0,0,100.0,2026-04-10,NA
Supplies,كولر,1.0,0,250.0,2026-04-10,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-04-09,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-04-09,NA
Grooming,حلاقة  قطط ,1.0,0,300.0,2026-04-09,NA
Grooming,باكيدج جروميج قطط ,1.0,0,800.0,2026-04-09,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-04-08,NA
Clinic,جلسة اوكسجين,1.0,100,200.0,2026-04-08,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-08,NA
Labs External,BUN Kidney Scan,1.0,65,200.0,2026-04-08,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-04-08,NA
Labs mojo,سونار,2.0,0,1000.0,2026-04-08,NA
Clinic,ايكو د مايكل,2.0,2200,2200.0,2026-04-08,NA
Clinic,كشف,1.0,0,300.0,2026-04-08,NA
Clinic,اعطاء علاجات,1.0,0,300.0,2026-04-08,NA
Labs mojo,اختبار بارفو,1.0,0,900.0,2026-04-08,NA
Grooming,حلاقة  قطط ,1.0,0,250.0,2026-04-08,NA
