category,service,quantity,cost,sale_price,creation_date,doctor
Clinic,اعطاء علاجات,2.0,0,100.0,2026-05-22,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-05-22,NA
Clinic,كشف,1.0,0,300.0,2026-05-22,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,300.0,2026-05-22,NA
Labs,blood parasities,1.0,0,450.0,2026-05-22,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-05-22,NA
Grooming,باكديج جروميج كلاب ,1.0,0,600.0,2026-05-22,NA
Grooming,قص أظافر ,1.0,0,100.0,2026-05-22,NA
Clinic,كشف,1.0,0,300.0,2026-05-22,NA
Labs mojo,سونار,1.0,0,400.0,2026-05-22,NA
Grooming,باكديج جروميج كلاب ,1.0,0,500.0,2026-05-20,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-05-20,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-05-20,NA
Clinic,كشف,1.0,0,300.0,2026-05-20, د. حساني
Labs mojo,اشعة,2.0,0,800.0,2026-05-20,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,300.0,2026-05-20,NA
Grooming,حلاقة  قطط ,1.0,0,300.0,2026-05-20,NA
Clinic,كشف,1.0,0,300.0,2026-05-20,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-05-20,NA
Clinic,كشف,1.0,0,450.0,2026-05-20,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-05-20,NA
Clinic,كشف,1.0,0,450.0,2026-05-20,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,250.0,2026-05-20,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-05-20,NA
Clinic,كشف,1.0,0,300.0,2026-05-20,NA
Clinic,اعطاء علاجات,1.0,0,170.0,2026-05-20,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-05-20,NA
Grooming,باكيدج جروميج قطط ,1.0,0,620.0,2026-05-20,NA
Grooming,قص أظافر ,1.0,0,120.0,2026-05-20,NA
Supplies,كولر,1.0,0,250.0,2026-05-20,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,250.0,2026-05-20,NA
Clinic,اعطاء علاجات,5.0,0,250.0,2026-05-20,NA
Clinic,كشف,1.0,0,300.0,2026-05-20,NA
Supplies,غيار علي الجرح,1.0,30,150.0,2026-05-19,NA
Clinic,كشف,1.0,0,300.0,2026-05-19,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-05-19,NA
Clinic,كشف,1.0,0,300.0,2026-05-19,NA
Clinic,كشف,1.0,0,300.0,2026-05-19,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-05-19,NA
Clinic,كشف,1.0,0,300.0,2026-05-19,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-05-19,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-05-19,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-05-19,NA
Clinic,اعطاء علاجات,5.0,0,250.0,2026-05-19,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,250.0,2026-05-19,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,300.0,2026-05-19,NA
Grooming,باكيدج جروميج قطط ,1.0,0,500.0,2026-05-19,NA
Grooming,استحمام قطط,1.0,0,300.0,2026-05-19,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-05-18,NA
Clinic,كشف,1.0,0,350.0,2026-05-18,NA
Grooming,استحمام قطط,1.0,0,300.0,2026-05-18,NA
Clinic,كشف,1.0,0,300.0,2026-05-18, د. انس
Grooming,تنظيف اذن,1.0,0,50.0,2026-05-18,NA
Clinic,اعطاء علاجات,1.0,0,350.0,2026-05-18,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-05-18,NA
Grooming,باكيدج جروميج قطط ,1.0,0,400.0,2026-05-18,NA
Grooming,باكيدج جروميج قطط ,1.0,0,500.0,2026-05-18,NA
Clinic,كشف,1.0,0,300.0,2026-05-18,NA
Labs mojo,اشعة,1.0,0,400.0,2026-05-18,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-05-18,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-05-18,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,250.0,2026-05-18,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-05-18,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-05-18,NA
Supplies,غيار علي الجرح,3.0,90,150.0,2026-05-17,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-05-17,NA
Clinic,اعطاء علاجات,1.0,0,350.0,2026-05-17,NA
Grooming,باكديج جروميج كلاب ,1.0,0,600.0,2026-05-17,NA
Supplies,انتقالات,1.0,0,150.0,2026-05-17,NA
Surgeries,تنظيف اسنان كلب صغير + تخدير,1.0,0,1500.0,2026-05-17,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,250.0,2026-05-17,NA
Clinic,اعطاء علاجات,6.0,0,300.0,2026-05-17,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-05-17,NA
