category,service,quantity,cost,sale_price,creation_date,doctor
Clinic,كشف,1.0,0,300.0,2026-05-02, د. حساني
Labs mojo,اختبار بارفو,1.0,0,800.0,2026-05-02,NA
Clinic,كشف,1.0,0,450.0,2026-05-02, د. حساني
Clinic,اعطاء علاجات,1.0,0,320.0,2026-05-02,NA
Clinic,كشف,1.0,0,300.0,2026-05-02,NA
Labs,blood parasities,1.0,0,450.0,2026-05-02,NA
Clinic,كشف,1.0,0,300.0,2026-05-02,NA
Grooming,استحمام كلاب صغيرة,1.0,0,400.0,2026-05-02,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-05-02,NA
Clinic,كشف,1.0,0,300.0,2026-05-02,NA
Supplies,كولر,1.0,0,250.0,2026-05-01,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-05-01,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-05-01,NA
Clinic,كشف,1.0,0,300.0,2026-05-01,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-05-01,NA
Clinic,متابعه سونار,1.0,0,100.0,2026-05-01,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-05-01,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-05-01,NA
Clinic,كشف,1.0,0,100.0,2026-05-01,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-05-01,NA
Grooming,باكديج جروميج كلاب ,1.0,0,800.0,2026-05-01,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-05-01,NA
Grooming,باكيدج جروميج قطط ,1.0,0,550.0,2026-05-01,NA
Labs External,Feline Coronavirus (FCoV) Ag,1.0,750,800.0,2026-05-01,NA
Grooming,تنظيف غدة,1.0,0,70.0,2026-04-30,NA
Grooming,قص أظافر ,1.0,0,100.0,2026-04-30,NA
Clinic,متابعه سونار,1.0,0,200.0,2026-04-30,NA
Grooming,باكيدج جروميج قطط ,1.0,0,500.0,2026-04-30,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-04-30,NA
Clinic,كشف,1.0,0,600.0,2026-04-30,NA
Surgeries,تعقيم قطط ذكور,1.0,0,1000.0,2026-04-30,NA
Supplies,كولر,1.0,0,250.0,2026-04-30,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-04-30,NA
Clinic,كشف,1.0,0,550.0,2026-04-30,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-04-30,NA
Clinic,خدمة محاليل,1.0,0,100.0,2026-04-30,NA
Clinic,كشف,1.0,0,300.0,2026-04-29,NA
Supplies,غيار علي الجرح,4.0,120,200.0,2026-04-29,NA
Supplies,كولر,1.0,0,350.0,2026-04-29,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-04-29,NA
Surgeries,تعقيم قطط ذكور,1.0,0,1000.0,2026-04-29,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-04-29,NA
Clinic,كشف,1.0,0,450.0,2026-04-29,NA
Clinic,كشف,1.0,0,300.0,2026-04-29,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-04-29,NA
Clinic,كشف,1.0,0,300.0,2026-04-29,NA
Supplies,غيار علي الجرح,1.0,30,50.0,2026-04-29,NA
Labs mojo,سونار,1.0,0,400.0,2026-04-29,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-29,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-04-29,NA
Clinic,خدمة محاليل,1.0,0,100.0,2026-04-29,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-04-29,NA
Clinic,كشف,1.0,0,450.0,2026-04-28, د. حساني
Grooming,حلاقة  قطط ,1.0,0,300.0,2026-04-28,NA
Supplies,غيار علي الجرح,3.0,90,150.0,2026-04-28,NA
Grooming,باكيدج جروميج قطط ,1.0,0,400.0,2026-04-28,NA
Grooming,قص أظافر ,1.0,0,100.0,2026-04-27,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-27,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-04-27,NA
Grooming,قص أظافر ,1.0,0,70.0,2026-04-27,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-27,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-04-27,NA
Clinic,كشف,1.0,0,300.0,2026-04-27, د. انس
Clinic,كشف,1.0,0,450.0,2026-04-27, د. انس
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-27,NA
Clinic,كشف,1.0,0,300.0,2026-04-27, د. انس
Clinic,متابعه سونار,1.0,0,200.0,2026-04-27,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-04-27,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-27,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-04-26,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-04-26,NA
Clinic,كشف,1.0,0,300.0,2026-04-26,NA
Labs mojo,اشعة,1.0,0,400.0,2026-04-26,NA
