category,service,quantity,cost,sale_price,creation_date,doctor
Clinic,كشف,1.0,0,300.0,2026-02-14, د. انس
Clinic,اعطاء علاجات,2.0,0,100.0,2026-02-14,NA
Clinic,كشف,1.0,0,300.0,2026-02-14, د. حساني
Clinic,اعطاء علاجات,2.0,0,100.0,2026-02-14,NA
Labs mojo,سونار,1.0,0,400.0,2026-02-14,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-02-14,NA
Labs mojo,اشعة,1.0,0,400.0,2026-02-14,NA
Labs,blood parasities,1.0,0,450.0,2026-02-14,NA
Clinic,جلسة اوكسجين,1.0,100,250.0,2026-02-14,NA
Grooming,استحمام قطط,1.0,0,250.0,2026-02-14,NA
Clinic,كشف,1.0,0,300.0,2026-02-14, د. حساني
Clinic,اعطاء علاجات,2.0,0,100.0,2026-02-14,NA
Labs,blood parasities,1.0,0,400.0,2026-02-14,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-02-14,NA
Clinic,كشف,1.0,0,300.0,2026-02-14, د. حساني
Grooming,قص أظافر ,1.0,0,150.0,2026-02-14,NA
Clinic,كشف,1.0,0,300.0,2026-02-14,NA
Labs mojo,اشعة,1.0,0,400.0,2026-02-14,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-02-14,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-02-14,NA
Labs mojo,سونار,1.0,0,400.0,2026-02-14,NA
Clinic,كشف,1.0,0,450.0,2026-02-14,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-02-14,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-02-14,NA
Labs mojo,اشعة,1.0,0,400.0,2026-02-14,NA
Clinic,جلسة اوكسجين,1.0,100,250.0,2026-02-14,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-02-14,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-02-14,NA
Clinic,كشف,1.0,0,300.0,2026-02-14,NA
Grooming,استحمام قطط,1.0,0,600.0,2026-02-14,NA
