category,service,quantity,cost,sale_price,creation_date,doctor
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-08-29,NA
Grooming,قص أظافر ,1.0,0.0,50.0,2026-08-29,NA
Labs,blood parasities,1.0,0.0,450.0,2026-08-29,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-08-29,NA
Clinic,كشف,1.0,0.0,300.0,2026-08-29,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-08-29,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-08-29,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-08-29,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-08-29,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-08-29,NA
Grooming,حلاقة  كلاب,1.0,0.0,300.0,2026-08-29,NA
Clinic,تخدير,1.0,0.0,250.0,2026-08-29,NA
Supplies,كولر,1.0,0.0,250.0,2026-08-29,NA
Grooming,قص أظافر ,1.0,0.0,50.0,2026-08-29,NA
Clinic,كشف,1.0,0.0,600.0,2026-08-28,NA
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-08-28,NA
Labs,urine analysis,1.0,7.0,250.0,2026-08-28,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-08-28,NA
Clinic,كشف,2.0,0.0,900.0,2026-08-28,NA
Supplies,غيار علي الجرح,1.0,30.0,250.0,2026-08-28,NA
Clinic,اعطاء علاجات,4.0,0.0,280.0,2026-08-28,NA
Supplies,انتقالات,1.0,0.0,1100.0,2026-08-28,NA
Surgeries,تعقيم قطط ذكور,1.0,0.0,2000.0,2026-08-28,NA
Grooming,باكيدج جروميج قطط ,2.0,0.0,800.0,2026-08-28,NA
Grooming,استحمام قطط,1.0,0.0,300.0,2026-08-28,NA
Grooming,استحمام قطط,1.0,0.0,300.0,2026-08-28,NA
Clinic,اعطاء علاجات,6.0,0.0,300.0,2026-08-28,NA
Supplies,غيار علي الجرح,1.0,30.0,200.0,2026-08-28,NA
Clinic,كشف,1.0,0.0,450.0,2026-08-28,NA
Supplies,كولر,1.0,0.0,300.0,2026-08-28,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-08-28,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-08-28,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-08-28,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-08-28,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-08-28,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,800.0,2026-08-28,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,800.0,2026-08-28,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-08-27,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-08-27,NA
Clinic,كشف,1.0,0.0,300.0,2026-08-27,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-08-27,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-08-27,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,600.0,2026-08-27,NA
Grooming,حلاقة  كلاب,1.0,0.0,350.0,2026-08-27,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-08-27,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-08-27,NA
Clinic,euthanesia,1.0,0.0,1200.0,2026-08-27,NA
