category,service,quantity,cost,sale_price,creation_date,doctor
Clinic,تركيب كانولا,1.0,0,250.0,2026-08-01,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-08-01,NA
Clinic,كشف,1.0,0,450.0,2026-08-01,NA
Grooming,قص أظافر ,1.0,0,100.0,2026-07-31,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-07-31,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-07-31,NA
Clinic,كشف,1.0,0,300.0,2026-07-31,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-07-31,NA
Grooming,باكديج جروميج كلاب ,1.0,0,600.0,2026-07-31,NA
Clinic,خدمة محاليل,1.0,0,150.0,2026-07-31,NA
Supplies,soft can,1.0,35,460.0,2026-07-31,NA
Supplies,soft can,1.0,35,310.0,2026-07-31,NA
Clinic,اعطاء علاجات,1.0,0,150.0,2026-07-31,NA
Clinic,كشف,1.0,0,450.0,2026-07-31,NA
Labs mojo,سونار,1.0,0,400.0,2026-07-31,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-07-31,NA
Supplies,كولر,1.0,0,250.0,2026-07-30,NA
Clinic,كشف,1.0,0,300.0,2026-07-30,NA
Clinic,اعطاء علاجات,1.0,0,500.0,2026-07-30,NA
Surgeries,تعقيم قطط اناث,1.0,0,2000.0,2026-07-30,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-07-30,NA
Grooming,باكيدج جروميج قطط ,1.0,0,600.0,2026-07-30,NA
Vaccinations,eva tri dogs,2.0,0,400.0,2026-07-30,NA
Labs mojo,سونار,1.0,0,400.0,2026-07-30,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-07-30,NA
Clinic,كشف,1.0,0,300.0,2026-07-30,NA
Labs mojo,اشعة,1.0,0,400.0,2026-07-30,NA
Clinic,اعطاء علاجات,1.0,0,500.0,2026-07-30,NA
Surgeries,تعقيم قطط اناث,1.0,0,2000.0,2026-07-30,NA
Supplies,كولر,1.0,0,250.0,2026-07-30,NA
Grooming,استحمام قطط,1.0,0,350.0,2026-07-30,NA
Grooming,قص أظافر ,2.0,0,100.0,2026-07-30,NA
