category,service,quantity,cost,sale_price,creation_date,doctor
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-04-25,NA
Labs mojo,اشعة,1.0,0.0,400.0,2026-04-25,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-04-25,NA
Clinic,كشف,1.0,0.0,450.0,2026-04-25, د. انس
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-04-25,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-04-25,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-04-25,NA
Clinic,اعطاء علاجات,6.0,0.0,300.0,2026-04-25,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-04-25,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-25, د. انس
Clinic,كشف,1.0,0.0,300.0,2026-04-25, د. انس
Clinic,كشف,1.0,0.0,300.0,2026-04-25, د. انس
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-04-25,NA
Clinic,خدمة محاليل,1.0,0.0,100.0,2026-04-25,NA
Supplies,غيار علي الجرح,1.0,30.0,50.0,2026-04-25,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-25,NA
Supplies,غيار علي الجرح,4.0,120.0,200.0,2026-04-25,NA
Grooming,باكيدج جروميج قطط ,1.0,0.0,500.0,2026-04-25,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,400.0,2026-04-24,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-24,NA
Grooming,قص أظافر ,2.0,0.0,100.0,2026-04-24,NA
Vaccinations,s panacure,1.0,0.7,200.0,2026-04-24,NA
Clinic,اعطاء علاجات,1.0,0.0,100.0,2026-04-24,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-04-24,NA
Surgeries,غسيل مثانة ,1.0,0.0,200.0,2026-04-24,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-04-24,NA
Labs External,Canine Rabies Virus Ah,1.0,750.0,600.0,2026-04-24,NA
Vaccinations,s panacure,1.0,0.7,200.0,2026-04-24,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-04-24,NA
Clinic,جلسة اوكسجين,1.0,100.0,100.0,2026-04-24,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-04-24,NA
Clinic,خدمة محاليل,1.0,0.0,150.0,2026-04-24,NA
Clinic,اعطاء علاجات,5.0,0.0,250.0,2026-04-24,NA
Labs,blood parasities,1.0,0.0,400.0,2026-04-24,NA
Grooming,قص أظافر ,1.0,0.0,50.0,2026-04-24,NA
Clinic,شهادة صحية,1.0,0.0,1500.0,2026-04-24,NA
Clinic,تصريح حجر,1.0,0.0,1500.0,2026-04-24,NA
Grooming,حلاقة  قطط ,2.0,0.0,600.0,2026-04-24,NA
Grooming,استحمام قطط,1.0,0.0,300.0,2026-04-24,NA
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-04-24,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-04-23,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-04-23,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-04-23,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-04-23,NA
Labs mojo,اشعة,1.0,0.0,400.0,2026-04-23,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-23, د. حساني
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-04-23,NA
Clinic,جلسة اوكسجين,1.0,100.0,200.0,2026-04-23,NA
Clinic,جلسة اوكسجين,1.0,100.0,100.0,2026-04-23,NA
Labs mojo,اشعة,1.0,0.0,400.0,2026-04-23,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-04-23,NA
Clinic,كشف,1.0,0.0,450.0,2026-04-23,NA
Clinic,اعطاء علاجات,5.0,0.0,250.0,2026-04-23,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-04-23,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-23,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-04-23,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-04-23,NA
Clinic,خدمة محاليل,1.0,0.0,100.0,2026-04-23,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-04-23,NA
Clinic,خدمة محاليل,1.0,0.0,150.0,2026-04-23,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-04-23,NA
Labs mojo,cbc mojo ,1.0,200.0,500.0,2026-04-23,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-23,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-04-23,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-04-23,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,800.0,2026-04-23,NA
Grooming,قص أظافر ,1.0,0.0,50.0,2026-04-23,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-23,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,600.0,2026-04-23,NA
Grooming,حلاقة  كلاب,1.0,0.0,350.0,2026-04-22,NA
Surgeries,تعقيم قطط ذكور,1.0,0.0,900.0,2026-04-22,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-04-22,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-04-22,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-22,NA
Labs mojo,اشعة,2.0,0.0,800.0,2026-04-22,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-04-22,NA
Labs,urine analysis,1.0,7.0,200.0,2026-04-22,NA
Surgeries,قسطره فقط,1.0,0.0,700.0,2026-04-22,NA
Labs,culture,1.0,0.0,400.0,2026-04-22,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-04-22,NA
Clinic,جلسة اوكسجين,1.0,100.0,200.0,2026-04-22,NA
Clinic,اعطاء علاجات,1.0,0.0,210.0,2026-04-22,NA
Clinic,خدمة محاليل,1.0,0.0,100.0,2026-04-22,NA
Grooming,قص أظافر ,4.0,0.0,200.0,2026-04-22,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-22,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-04-22,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-04-22,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-04-22,NA
Clinic,tips,1.0,0.0,600.0,2026-04-22,NA
Clinic,كشف,1.0,0.0,500.0,2026-04-22,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-04-22,NA
Labs mojo,اشعة,1.0,0.0,400.0,2026-04-22,NA
Clinic,كشف,1.0,0.0,200.0,2026-04-22,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-04-22,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-04-21,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-04-21,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-04-21,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-04-21,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-04-21,NA
Supplies,كولر,1.0,0.0,300.0,2026-04-21,NA
Surgeries,تعقيم قطط ذكور,1.0,0.0,1000.0,2026-04-21,NA
Grooming,قص أظافر ,2.0,0.0,100.0,2026-04-21,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-04-21,NA
Clinic,جلسة اوكسجين,1.0,100.0,200.0,2026-04-21,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-04-21,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-04-21,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-21,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-04-21,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-04-21,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-04-21,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-04-21,NA
Grooming,استحمام قطط,1.0,0.0,350.0,2026-04-20,NA
Clinic,tips,1.0,0.0,900.0,2026-04-20,NA
Clinic,كشف,1.0,0.0,450.0,2026-04-20, د. انس
Labs mojo,اشعة,1.0,0.0,400.0,2026-04-20,NA
Clinic,اعطاء علاجات,6.0,0.0,300.0,2026-04-20,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-04-20,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-20,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,350.0,2026-04-20,NA
Labs,urine analysis,1.0,7.0,250.0,2026-04-20,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-20, د. انس
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-04-20,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-04-20,NA
Labs,culture,1.0,0.0,450.0,2026-04-20,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-04-20,NA
Surgeries,تركيب قسطره بالتخدير,1.0,0.0,1500.0,2026-04-20,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-20,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-04-20,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-04-20,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-04-20,NA
Clinic,كشف,1.0,0.0,450.0,2026-04-20, د. انس
Labs mojo,cbc mojo ,1.0,200.0,500.0,2026-04-20,NA
Labs,blood parasities,1.0,0.0,450.0,2026-04-20,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-20, د. انس
Clinic,اعطاء علاجات,8.0,0.0,400.0,2026-04-20,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-04-20,NA
Clinic,جلسة اوكسجين,1.0,100.0,200.0,2026-04-20,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-20, د. انس
Clinic,كشف,1.0,0.0,300.0,2026-04-20,NA
Clinic,اعطاء علاجات,5.0,0.0,250.0,2026-04-20,NA
Clinic,كشف,1.0,0.0,300.0,2026-04-20, د. انس
