category,service,quantity,cost,sale_price,creation_date,doctor
Grooming,قص أظافر ,2.0,0,140.0,2026-04-18,NA
Surgeries,تعقيم قطط ذكور,1.0,0,1000.0,2026-04-18,NA
Supplies,كولر,1.0,0,250.0,2026-04-18,NA
Clinic,pads,1.0,0,50.0,2026-04-18,NA
Clinic,كشف,1.0,0,300.0,2026-04-18, د. انس
Clinic,كشف,1.0,0,300.0,2026-04-18, د. انس
Labs mojo,اشعة,1.0,0,400.0,2026-04-18,NA
Grooming,استحمام كلاب صغيرة,1.0,0,400.0,2026-04-17,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-04-17,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-04-17,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-04-17,NA
Clinic,كشف,1.0,0,500.0,2026-04-17,NA
Labs mojo,اشعة,1.0,0,400.0,2026-04-17,NA
Clinic,كشف,1.0,0,300.0,2026-04-17,NA
Supplies,غيار علي الجرح,2.0,60,100.0,2026-04-17,NA
Clinic,كشف,1.0,0,450.0,2026-04-17,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-04-17,NA
Clinic,كشف,1.0,0,450.0,2026-04-17,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-17,NA
Clinic,كشف,1.0,0,450.0,2026-04-17,NA
Grooming,استحمام قطط,1.0,0,300.0,2026-04-17,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-17,NA
Clinic,كشف,1.0,0,300.0,2026-04-17,NA
Grooming,باكديج جروميج كلاب ,1.0,0,800.0,2026-04-17,NA
Grooming,باكديج جروميج كلاب ,1.0,0,600.0,2026-04-17,NA
Grooming,قص أظافر ,2.0,0,100.0,2026-04-17,NA
Grooming,باكديج جروميج كلاب ,1.0,0,600.0,2026-04-17,NA
Clinic,كشف,1.0,0,300.0,2026-04-17, د. حساني
Clinic,اعطاء علاجات,1.0,0,50.0,2026-04-16,NA
Clinic,اعطاء علاجات,8.0,0,400.0,2026-04-16,NA
Clinic,كشف,1.0,0,300.0,2026-04-16, د. حساني
Grooming,حلاقة  قطط ,1.0,0,300.0,2026-04-16,NA
Clinic,كشف,1.0,0,200.0,2026-04-16,NA
Labs mojo,اشعة,1.0,0,400.0,2026-04-16,NA
Grooming,باكديج جروميج كلاب ,1.0,0,600.0,2026-04-16,NA
Clinic,كشف,1.0,0,300.0,2026-04-16, د. حساني
Clinic,اعطاء علاجات,3.0,0,150.0,2026-04-16,NA
Clinic,كشف,1.0,0,450.0,2026-04-16,NA
Clinic,كشف,1.0,0,300.0,2026-04-16,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-04-16,NA
Clinic,اعطاء علاجات,7.0,0,350.0,2026-04-16,NA
Clinic,كشف,1.0,0,300.0,2026-04-16,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-04-16,NA
Labs mojo,سونار,1.0,0,400.0,2026-04-16,NA
Labs mojo,اشعة,1.0,0,400.0,2026-04-16,NA
Labs mojo,سونار,1.0,0,400.0,2026-04-16,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-16,NA
Clinic,كشف,1.0,0,450.0,2026-04-16,NA
Clinic,كشف,1.0,0,450.0,2026-04-16,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-04-16,NA
Supplies,غيار علي الجرح,2.0,60,100.0,2026-04-16,NA
Clinic,اعطاء علاجات,1.0,0,250.0,2026-04-16,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-04-16,NA
Clinic,كشف,1.0,0,300.0,2026-04-16,NA
Labs mojo,سونار,1.0,0,400.0,2026-04-16,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-04-16,NA
Grooming,حلاقة  قطط ,1.0,0,300.0,2026-04-16,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-16,NA
Grooming,باكيدج جروميج قطط ,2.0,0,800.0,2026-04-14,NA
Supplies,انتقالات,1.0,0,200.0,2026-04-14,NA
Grooming,استحمام قطط,1.0,0,250.0,2026-04-14,NA
Clinic,كشف,1.0,0,300.0,2026-04-14, د. مصطفي
Labs mojo,سونار,1.0,0,400.0,2026-04-14,NA
Surgeries,ولاده قيصريه - قطط,1.0,0,4500.0,2026-04-14, قطط
Grooming,استحمام كلاب صغيرة,1.0,0,350.0,2026-04-14,NA
Labs mojo,اشعة,1.0,0,400.0,2026-04-14,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-14,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-04-14,NA
Clinic,اعطاء علاجات,3.0,0,150.0,2026-04-14,NA
Clinic,كشف,1.0,0,450.0,2026-04-14, د. حساني
Clinic,tips,1.0,0,50.0,2026-04-13,NA
Labs mojo,سونار,1.0,0,400.0,2026-04-13,NA
Labs mojo,اشعة,1.0,0,400.0,2026-04-13,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-04-13,NA
Labs mojo,اشعة,1.0,0,400.0,2026-04-13,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-13,NA
Clinic,كشف,1.0,0,300.0,2026-04-13,NA
Clinic,كشف,1.0,0,300.0,2026-04-13, د. انس
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-13,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-04-13,NA
Clinic,كشف,1.0,0,300.0,2026-04-13,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-04-13,NA
Clinic,كشف,1.0,0,300.0,2026-04-13,NA
Labs mojo,سونار,1.0,0,400.0,2026-04-13,NA
Clinic,اعطاء علاجات,6.0,0,300.0,2026-04-13,NA
Clinic,كشف,1.0,0,300.0,2026-04-13, د. مصطفي
Surgeries,قسطره فقط,1.0,0,800.0,2026-04-13,NA
Grooming,استحمام قطط,1.0,0,300.0,2026-04-13,NA
Clinic,tips,1.0,0,50.0,2026-04-13,NA
Clinic,اعطاء علاجات,4.0,0,200.0,2026-04-12,NA
Labs mojo,اشعة,1.0,0,400.0,2026-04-12,NA
Clinic,كشف,1.0,0,300.0,2026-04-12, د. مصطفي
Clinic,كشف,1.0,0,450.0,2026-04-12, د. انس
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-12,NA
Labs mojo,سونار,1.0,0,400.0,2026-04-12,NA
Clinic,كشف,1.0,0,300.0,2026-04-12, د. انس
Surgeries,ولاده قيصريه - قطط,1.0,0,4000.0,2026-04-12, قطط
Clinic,tips,1.0,0,500.0,2026-04-12,NA
Grooming,حلاقة  قطط ,2.0,0,500.0,2026-04-12,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-12,NA
Clinic,كشف,1.0,0,300.0,2026-04-12, د. مصطفي
