category,service,quantity,cost,sale_price,creation_date,doctor
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-05-16,NA
Clinic,اعطاء علاجات,1.0,0.0,200.0,2026-05-16,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-05-16,NA
Supplies,غيار علي الجرح,3.0,90.0,150.0,2026-05-16,NA
Clinic,تخدير,1.0,0.0,200.0,2026-05-16,NA
Grooming,باكيدج جروميج قطط ,1.0,0.0,400.0,2026-05-16,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-05-16,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-05-16,NA
Grooming,تنظيف اذن,2.0,0.0,100.0,2026-05-16,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-16,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,350.0,2026-05-15,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,150.0,2026-05-15,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-15,NA
Clinic,اعطاء علاجات,1.0,0.0,100.0,2026-05-15,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-15,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-05-15,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-05-15,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,500.0,2026-05-15,NA
Grooming,قص أظافر ,1.0,0.0,100.0,2026-05-15,NA
Grooming,حلاقة  كلاب,1.0,0.0,450.0,2026-05-15,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,600.0,2026-05-15,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-05-15,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-05-15,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,800.0,2026-05-15,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-05-15,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-15,NA
Clinic,اعطاء علاجات,1.0,0.0,200.0,2026-05-15,NA
Clinic,كشف,1.0,0.0,150.0,2026-05-15,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,1000.0,2026-05-15,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-05-15,NA
Grooming,استحمام قطط,1.0,0.0,300.0,2026-05-15,NA
Clinic,تركيب كانولا,1.0,0.0,100.0,2026-05-15,NA
Clinic,كشف,1.0,0.0,450.0,2026-05-15,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-05-15,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-05-15,NA
Clinic,اعطاء علاجات,1.0,0.0,250.0,2026-05-15,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-05-15,NA
Clinic,كشف,1.0,0.0,450.0,2026-05-15,NA
Clinic,اعطاء علاجات,1.0,0.0,150.0,2026-05-15,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-05-15,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-05-15,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-05-14,NA
Clinic,كشف,1.0,0.0,450.0,2026-05-14,NA
Clinic,ايكو د مايكل,1.0,1100.0,1100.0,2026-05-14,NA
Labs mojo,سونار,1.0,0.0,500.0,2026-05-14,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-05-14,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-05-14,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-14,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-05-14,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-14,NA
Clinic,اعطاء علاجات,6.0,0.0,300.0,2026-05-14,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-05-13,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-05-13,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-13,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-13,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-05-13,NA
Grooming,استحمام قطط,1.0,0.0,350.0,2026-05-13,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-05-13,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-05-13,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-05-13,NA
Labs,blood parasities,1.0,0.0,400.0,2026-05-13,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-05-13,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-13,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-05-12,NA
Surgeries,تعقيم كلاب اناث كبيره,1.0,0.0,4500.0,2026-05-12,NA
Supplies,كولر,1.0,0.0,300.0,2026-05-12,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-05-12,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,450.0,2026-05-12,NA
Grooming,حلاقة  كلاب,1.0,0.0,400.0,2026-05-12,NA
Grooming,استحمام قطط,1.0,0.0,300.0,2026-05-12,NA
Clinic,كشف,1.0,0.0,0.0,2026-05-12,NA
Grooming,باكيدج جروميج قطط ,1.0,0.0,400.0,2026-05-12,NA
Labs External,CBC Hematology,1.0,180.0,500.0,2026-05-12,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-12,NA
Labs,blood parasities,1.0,0.0,450.0,2026-05-12,NA
Clinic,اعطاء علاجات,1.0,0.0,200.0,2026-05-12,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-05-12,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-05-12,NA
Grooming,قص أظافر ,1.0,0.0,50.0,2026-05-11,NA
Labs mojo,cbc mojo ,1.0,200.0,500.0,2026-05-11,NA
Grooming,باكيدج جروميج قطط ,1.0,0.0,500.0,2026-05-11,NA
Labs,urine analysis,1.0,7.0,250.0,2026-05-11,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-11,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-11,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-11,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-05-11,NA
Labs mojo,اشعة,1.0,0.0,400.0,2026-05-11,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-05-11,NA
Grooming,استحمام قطط,1.0,0.0,250.0,2026-05-11,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-11,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-05-11,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-05-11,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-11,NA
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-05-11,NA
Clinic,متابعه سونار,1.0,0.0,200.0,2026-05-11,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-05-10,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-05-10,NA
Grooming,استحمام كلاب صغيرة,1.0,0.0,350.0,2026-05-10,NA
Vaccinations,s panacure,2.0,1.4,500.0,2026-05-10,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-10,NA
Grooming,قص أظافر ,1.0,0.0,70.0,2026-05-10,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-10,NA
Vaccinations,فطريات,1.0,0.0,500.0,2026-05-10,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-05-10,NA
Labs mojo,cbc mojo ,1.0,200.0,500.0,2026-05-10,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-05-10,NA
Labs mojo,اشعة,1.0,0.0,200.0,2026-05-10,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-05-10,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-10,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-10,NA
Grooming,قص أظافر ,1.0,0.0,50.0,2026-05-10,NA
