category,service,quantity,cost,sale_price,creation_date,doctor
Labs mojo,cbc mojo ,1.0,200.0,500.0,2026-09-05,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-09-05,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-09-05,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-09-05,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-09-05,NA
Clinic,كشف,1.0,0.0,450.0,2026-09-05,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-09-05,NA
Clinic,كشف,1.0,0.0,300.0,2026-09-05,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-09-05,NA
Supplies,كولر,1.0,0.0,300.0,2026-09-05,NA
Surgeries,تعقيم قطط ذكور,1.0,0.0,1000.0,2026-09-05,NA
Clinic,اعطاء علاجات,1.0,0.0,500.0,2026-09-05,NA
Labs mojo,cbc mojo ,1.0,200.0,500.0,2026-09-05,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-09-05,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-09-05,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-09-05,NA
Clinic,كشف,1.0,0.0,300.0,2026-09-05,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-09-05,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-09-05,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,600.0,2026-09-05,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-09-05,NA
Clinic,كشف,1.0,0.0,300.0,2026-09-05,NA
Grooming,حلاقة  كلاب,1.0,0.0,350.0,2026-09-05,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,600.0,2026-09-05,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-09-04,NA
Grooming,باكيدج جروميج قطط ,1.0,0.0,500.0,2026-09-04,NA
Grooming,استحمام كلاب كبيره,1.0,0.0,350.0,2026-09-04,NA
Clinic,كشف,1.0,0.0,300.0,2026-09-04,NA
Supplies,انتقالات,1.0,0.0,150.0,2026-09-04,NA
Clinic,اعطاء علاجات,4.0,0.0,200.0,2026-09-04,NA
Clinic,كشف,1.0,0.0,300.0,2026-09-04,NA
Clinic,خدمة محاليل,1.0,0.0,100.0,2026-09-04,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-09-04,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,700.0,2026-09-03,NA
Clinic,متابعه سونار,1.0,0.0,200.0,2026-09-03,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-09-03,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,200.0,2026-09-03,NA
Vaccinations,eva tri dogs,2.0,0.0,500.0,2026-09-03,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,600.0,2026-09-03,NA
Clinic,كشف,1.0,0.0,300.0,2026-09-03,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,600.0,2026-09-03,NA
Clinic,اعطاء علاجات,1.0,0.0,50.0,2026-09-03,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-09-03,NA
Clinic,كشف,1.0,0.0,450.0,2026-09-03,NA
Surgeries,تركيب قسطره بالتخدير,1.0,0.0,1500.0,2026-09-03,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-09-03,NA
Clinic,كشف,1.0,0.0,300.0,2026-09-03,NA
Grooming,حلاقة  قطط ,1.0,0.0,300.0,2026-09-03,NA
Vaccinations,eva tri dogs,10.0,0.0,2000.0,2026-09-03,NA
Surgeries,تعقيم قطط اناث,1.0,0.0,2000.0,2026-09-03,NA
Clinic,اعطاء علاجات,1.0,0.0,500.0,2026-09-03,NA
Clinic,كشف,1.0,0.0,300.0,2026-09-03,NA
Clinic,كشف,1.0,0.0,300.0,2026-09-02,NA
Vaccinations,eva tri dogs,2.0,0.0,500.0,2026-09-02,NA
Clinic,كشف,1.0,0.0,300.0,2026-09-02,NA
Grooming,باكيدج جروميج قطط ,1.0,0.0,400.0,2026-09-02,NA
Clinic,كشف,1.0,0.0,450.0,2026-09-02,NA
Clinic,اعطاء علاجات,3.0,0.0,150.0,2026-09-02,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-09-02,NA
Clinic,كشف,1.0,0.0,450.0,2026-09-02,NA
Clinic,اعطاء علاجات,1.0,0.0,600.0,2026-09-02,NA
Labs mojo,cbc mojo ,1.0,200.0,500.0,2026-09-02,NA
Vaccinations,eva tri dogs,1.0,0.0,300.0,2026-09-02,NA
Clinic,تركيب كانولا,1.0,0.0,150.0,2026-09-02,NA
Labs mojo,سونار,1.0,0.0,400.0,2026-09-02,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0.0,250.0,2026-09-02,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-09-02,NA
Clinic,كشف,1.0,0.0,300.0,2026-09-02,NA
Labs,blood parasities,1.0,0.0,450.0,2026-09-02,NA
Clinic,كشف,1.0,0.0,300.0,2026-09-02,NA
Labs mojo,سواب ميكروسكوب,1.0,0.0,200.0,2026-09-02,NA
Grooming,قص أظافر ,1.0,0.0,50.0,2026-09-02,NA
Clinic,كشف,1.0,0.0,300.0,2026-09-01,NA
Vaccinations,eva tri dogs,1.0,0.0,250.0,2026-09-01,NA
Clinic,اعطاء علاجات,5.0,0.0,250.0,2026-09-01,NA
