category,service,quantity,cost,sale_price,creation_date,doctor
Clinic,اعطاء علاجات,2.0,0,100.0,2026-01-16,NA
Clinic,كشف,1.0,0,250.0,2026-01-16,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-01-16,NA
Clinic,تركيب كانولا,1.0,0,350.0,2026-01-16,NA
Clinic,كشف,1.0,0,450.0,2026-01-16,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-01-16,NA
Grooming,قص أظافر ,1.0,0,140.0,2026-01-16,NA
Clinic,كشف,1.0,0,450.0,2026-01-16,NA
Clinic,كشف,1.0,0,300.0,2026-01-16,NA
Grooming,قص أظافر ,1.0,0,70.0,2026-01-16,NA
Grooming,قص أظافر ,1.0,0,70.0,2026-01-16,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-01-16,NA
Clinic,كشف,1.0,0,300.0,2026-01-16,NA
Surgeries,تعقيم قطط ذكور,1.0,0,900.0,2026-01-16,NA
Supplies,كولر,1.0,0,250.0,2026-01-16,NA
Grooming,باكديج جروميج كلاب ,1.0,0,500.0,2026-01-16,NA
Grooming,باكديج جروميج كلاب ,1.0,0,600.0,2026-01-15,NA
Labs mojo,اشعة,2.0,0,800.0,2026-01-15,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-01-15,NA
Labs mojo,سونار,1.0,0,400.0,2026-01-15,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,300.0,2026-01-15,NA
Clinic,كشف,1.0,0,450.0,2026-01-15,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-01-15,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,340.0,2026-01-15,NA
Grooming,استحمام قطط,2.0,0,500.0,2026-01-15,NA
Surgeries,تعقيم قطط ذكور,1.0,0,900.0,2026-01-14,NA
Labs mojo,اختبار بارفو,1.0,0,750.0,2026-01-14,NA
Supplies,كولر,1.0,0,250.0,2026-01-14,NA
Labs mojo,cbc mojo ,1.0,200,500.0,2026-01-14,NA
Clinic,كشف,1.0,0,300.0,2026-01-14, د. مصطفي
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,400.0,2026-01-14,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-01-14,NA
Labs mojo,سونار,1.0,0,400.0,2026-01-14,NA
Clinic,اعطاء علاجات,1.0,0,400.0,2026-01-14,NA
Clinic,تركيب كانولا,1.0,0,150.0,2026-01-14,NA
Labs mojo,اشعة,1.0,0,400.0,2026-01-14,NA
Grooming,قص أظافر ,1.0,0,140.0,2026-01-14,NA
Clinic,كشف,1.0,0,300.0,2026-01-14,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-01-14,NA
Grooming,استحمام قطط,1.0,0,300.0,2026-01-14,NA
Labs,blood parasities,1.0,0,400.0,2026-01-14,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-01-14,NA
Grooming,استحمام قطط,1.0,0,250.0,2026-01-13,NA
Labs mojo,اشعة,1.5,0,600.0,2026-01-13,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,250.0,2026-01-13,NA
Clinic,كشف,1.0,0,300.0,2026-01-13, د. مصطفي
Clinic,كشف,1.0,0,450.0,2026-01-13, د. انس
Labs mojo,اختبار بارفو,1.0,0,750.0,2026-01-13,NA
Labs mojo,سونار,1.0,0,400.0,2026-01-13,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-01-13,NA
Clinic,اعطاء علاجات,5.0,0,250.0,2026-01-13,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-01-12,NA
Clinic,كشف,1.0,0,250.0,2026-01-12, د. انس
Clinic,اعطاء علاجات,5.0,0,250.0,2026-01-12,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-01-12,NA
Clinic,اعطاء علاجات,5.0,0,250.0,2026-01-12,NA
Clinic,خدمة محاليل+ محاليل من داخل العيادة,1.0,0,200.0,2026-01-12,NA
Clinic,كشف,1.0,0,400.0,2026-01-12, د. انس
Clinic,كشف,1.0,0,400.0,2026-01-12, د. انس
Grooming,قص أظافر ,1.0,0,100.0,2026-01-12,NA
Clinic,اعطاء علاجات,1.0,0,600.0,2026-01-11,NA
Clinic,كشف,1.0,0,400.0,2026-01-11, د. انس
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-01-11,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-01-11,NA
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-01-10,NA
Clinic,كشف,1.0,0,300.0,2026-01-10, د. مصطفي
Clinic,اعطاء علاجات,2.0,0,100.0,2026-01-10,NA
Labs mojo,اشعة,1.0,0,400.0,2026-01-10,NA
Grooming,قص أظافر ,1.0,0,50.0,2026-01-10,NA
Labs mojo,اشعة,2.0,0,800.0,2026-01-10,NA
Supplies,synoquin,4.0,120,200.0,2026-01-10,NA
Clinic,كشف,1.0,0,300.0,2026-01-10, د. مصطفي
Clinic,اعطاء علاجات,1.0,0,150.0,2026-01-10,NA
Clinic,plasma,1.0,0,500.0,2026-01-10,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-01-10,NA
Clinic,كشف,1.0,0,450.0,2026-01-10, د. حساني
Clinic,اعطاء علاجات,1.0,0,450.0,2026-01-10,NA
Labs mojo,سونار,1.0,0,400.0,2026-01-10,NA
Clinic,اعطاء علاجات,1.0,0,50.0,2026-01-10,NA
Labs mojo,اشعة,1.0,0,400.0,2026-01-10,NA
Clinic,كشف,1.0,0,300.0,2026-01-10, د. حساني
Grooming,استحمام كلاب صغيرة,1.0,0,400.0,2026-01-10,NA
